id,date,wp1,wp2,wp3,wp4,wp5,wp6,wp7
3491,2011091111,0.113,0.335,0.348,0.247,0.242,0.206,0.241
3492,2011091112,0.049,0.251,0.264,0.207,0.202,0.107,0.227
3493,2011091113,0.053,0.279,0.197,0.053,0.194,0.171,0.143
3494,2011091114,0.024,0.324,0.192,0.047,0.204,0.119,0.103
3495,2011091115,0.016,0.371,0.094,0.152,0.266,0.116,0.079
3496,2011091116,0.033,0.272,0.122,0.136,0.224,0.121,0.057
3497,2011091117,0.057,0.26,0.134,0.085,0.226,0.138,0.113
3498,2011091118,0.059,0.288,0.209,0.056,0.192,0.084,0.154
3499,2011091119,0.081,0.327,0.194,0.146,0.209,0.083,0.126
3500,2011091120,0.029,0.341,0.236,0.18,0.253,0.101,0.111
3501,2011091121,0.012,0.31,0.202,0.151,0.268,0.077,0.118
3502,2011091122,0.101,0.343,0.221,0.121,0.189,0.084,0.159
3503,2011091123,0.083,0.369,0.302,0.022,0.116,0.103,0.06
3504,2011091200,0.064,0.435,0.389,0.003,0.296,0.162,0.061
3505,2011091313,0.699,0.483,0.5,0.823,0.568,0.592,0.673
3506,2011091314,0.737,0.507,0.515,0.838,0.548,0.629,0.694
3507,2011091315,0.734,0.562,0.554,0.843,0.599,0.587,0.653
3508,2011091316,0.668,0.856,0.652,0.781,0.322,0.537,0.597
3509,2011091317,0.465,0.772,0.327,0.683,0.195,0.238,0.344
3510,2011091318,0.265,0.645,0.163,0.436,0.186,0.176,0.175
3511,2011091319,0.359,0.746,0.048,0.439,0.169,0.1,0.203
3512,2011091320,0.502,0.941,0.059,0.421,0.29,0.119,0.168
3513,2011091321,0.548,0.865,0.041,0.39,0.342,0.159,0.149
3514,2011091322,0.537,0.885,0.07,0.291,0.494,0.027,0.138
3515,2011091323,0.436,0.666,0.237,0.256,0.537,0.145,0.124
3516,2011091400,0.347,0.501,0.079,0.154,0.416,0.141,0.344
3517,2011091401,0.214,0.504,0.306,0.299,0.423,0.247,0.276
3518,2011091402,0.203,0.489,0.333,0.223,0.518,0.279,0.283
3519,2011091403,0.197,0.471,0.336,0.322,0.654,0.281,0.212
3520,2011091404,0.193,0.428,0.437,0.305,0.576,0.213,0.122
3521,2011091405,0.145,0.375,0.396,0.164,0.362,0.173,0.078
3522,2011091406,0.12,0.433,0.491,0.131,0.278,0.159,0.094
3523,2011091407,0.192,0.468,0.485,0.162,0.185,0.15,0.066
3524,2011091408,0.218,0.414,0.351,0.206,0.047,0.163,0.065
3525,2011091409,0.214,0.481,0.313,0.13,0.053,0.161,0.165
3526,2011091410,0.204,0.432,0.346,0.157,0.041,0.156,0.032
3527,2011091411,0.15,0.393,0.275,0.126,0.129,0.116,0.051
3528,2011091412,0.082,0.386,0.297,0.074,0.124,0.135,0.082
3529,2011091413,0.087,0.339,0.288,0.113,0.162,0.171,0.128
3530,2011091414,0.077,0.385,0.18,0.03,0.113,0.132,0.058
3531,2011091415,0.102,0.38,0.205,0.211,0.146,0.155,0.279
3532,2011091416,0.214,0.431,0.198,0.295,0.141,0.183,0.278
3533,2011091417,0.274,0.453,0.246,0.368,0.215,0.082,0.289
3534,2011091418,0.281,0.464,0.274,0.406,0.306,0.107,0.221
3535,2011091419,0.23,0.448,0.529,0.333,0.428,0.109,0.238
3536,2011091420,0.333,0.44,0.515,0.282,0.442,0.077,0.185
3537,2011091421,0.407,0.444,0.487,0.334,0.462,0.1,0.237
3538,2011091422,0.43,0.374,0.479,0.321,0.427,0.184,0.262
3539,2011091423,0.246,0.349,0.518,0.326,0.369,0.224,0.237
3540,2011091500,0.218,0.419,0.416,0.31,0.179,0.238,0.172
3541,2011091501,0.13,0.449,0.512,0.12,0.264,0.185,0.058
3542,2011091502,0.191,0.454,0.443,0.124,0.282,0.194,0.106
3543,2011091503,0.208,0.46,0.394,0.149,0.223,0.312,0.105
3544,2011091504,0.212,0.381,0.404,0.141,0.204,0.247,0.102
3545,2011091505,0.201,0.362,0.418,0.109,0.201,0.265,0.118
3546,2011091506,0.193,0.316,0.432,0.107,0.216,0.273,0.133
3547,2011091507,0.225,0.347,0.435,0.135,0.18,0.171,0.074
3548,2011091508,0.089,0.35,0.436,0.073,0.205,0.164,0.06
3549,2011091509,0.074,0.346,0.399,0.079,0.245,0.166,0.073
3550,2011091510,0.108,0.308,0.378,0.059,0.268,0.16,0.068
3551,2011091511,0.066,0.282,0.381,0.073,0.194,0.168,0.04
3552,2011091512,0.028,0.268,0.395,0.157,0.142,0.235,0.003
3553,2011091701,0.074,0.161,0.06,0,0.144,0.148,0.058
3554,2011091702,0.084,0.186,0.05,0,0.074,0.141,0.052
3555,2011091703,0.067,0.217,0.027,0,0.091,0.116,0.051
3556,2011091704,0.034,0.25,0.031,0,0.114,0,0.03
3557,2011091705,0.008,0.179,0.015,0,0.124,0,0.025
3558,2011091706,0,0.188,0.022,0,0.132,0,0.017
3559,2011091707,0,0.309,0.069,0.003,0.108,0,0.054
3560,2011091708,0,0.234,0.062,0,0.038,0,0.014
3561,2011091709,0,0.25,0.046,0,0.052,0,0.005
3562,2011091710,0.003,0.244,0.07,0,0.049,0.019,0.021
3563,2011091711,0,0.246,0.028,0,0.059,0.019,0.025
3564,2011091712,0,0.27,0.129,0,0.069,0.032,0.037
3565,2011091713,0.003,0.478,0.469,0.092,0.125,0.157,0.016
3566,2011091714,0,0.527,0.46,0.068,0.1,0.134,0.013
3567,2011091715,0,0.551,0.36,0.092,0.079,0.104,0.063
3568,2011091716,0,0.497,0.342,0.136,0.086,0.103,0.05
3569,2011091717,0,0.479,0.336,0.109,0.075,0.069,0.045
3570,2011091718,0.002,0.462,0.325,0.164,0.077,0.114,0
3571,2011091719,0.007,0.472,0.319,0.189,0.074,0.112,0.007
3572,2011091720,0.004,0.502,0.262,0.171,0.039,0.11,0
3573,2011091721,0.003,0.487,0.281,0.079,0.056,0.111,0.092
3574,2011091722,0.023,0.368,0.268,0.113,0.104,0.148,0.128
3575,2011091723,0.068,0.331,0.286,0.072,0.141,0.198,0.142
3576,2011091800,0.087,0.4,0.484,0.291,0.083,0.222,0.26
3577,2011091801,0.208,0.459,0.593,0.429,0.218,0.501,0.195
3578,2011091802,0.192,0.458,0.587,0.373,0.178,0.505,0.228
3579,2011091803,0.149,0.525,0.579,0.403,0.207,0.508,0.211
3580,2011091804,0.109,0.518,0.566,0.266,0.115,0.43,0.227
3581,2011091805,0.12,0.58,0.525,0.345,0.131,0.352,0.297
3582,2011091806,0.145,0.45,0.524,0.283,0.167,0.469,0.385
3583,2011091807,0.237,0.484,0.543,0.373,0.171,0.508,0.384
3584,2011091808,0.234,0.495,0.529,0.292,0.163,0.377,0.397
3585,2011091809,0.226,0.443,0.503,0.253,0.172,0.31,0.369
3586,2011091810,0.187,0.491,0.514,0.288,0.146,0.219,0.347
3587,2011091811,0.116,0.433,0.492,0.179,0.177,0.114,0.307
3588,2011091812,0.046,0.486,0.363,0.174,0.189,0.089,0.261
3589,2011091813,0.047,0.559,0.402,0.066,0.194,0.114,0.184
3590,2011091814,0,0.509,0.33,0.189,0.191,0.123,0.121
3591,2011091815,0.191,0.525,0.458,0.371,0.227,0.103,0.196
3592,2011091816,0.206,0.491,0.411,0.375,0.213,0.101,0.162
3593,2011091817,0.205,0.519,0.424,0.386,0.231,0.157,0.155
3594,2011091818,0.182,0.527,0.39,0.404,0.189,0.13,0.228
3595,2011091819,0.19,0.537,0.436,0.432,0.202,0.072,0.172
3596,2011091820,0.182,0.471,0.432,0.331,0.191,0.112,0.104
3597,2011091821,0.183,0.456,0.483,0.273,0.167,0.116,0.147
3598,2011091822,0.012,0.416,0.462,0.155,0.168,0.114,0.181
3599,2011091823,0.072,0.403,0.417,0.194,0.183,0.216,0.208
3600,2011091900,0.22,0.401,0.47,0.224,0.192,0.204,0.301
3601,2011092013,0.038,0.101,0.096,0,0.067,0.13,0.049
3602,2011092014,0.048,0.122,0.036,0,0.085,0.043,0.043
3603,2011092015,0.009,0.15,0.031,0,0.043,0,0.025
3604,2011092016,0.002,0.111,0.059,0,0.01,0,0
3605,2011092017,0.01,0.166,0.076,0,0.007,0,0.015
3606,2011092018,0,0.194,0.083,0,0.019,0,0.015
3607,2011092019,0,0.172,0.059,0,0.027,0.014,0.001
3608,2011092020,0,0.191,0,0,0.012,0.02,0
3609,2011092021,0,0.143,0.023,0,0,0.015,0
3610,2011092022,0,0.138,0.019,0,0.005,0.002,0
3611,2011092023,0.001,0.122,0.071,0,0.024,0,0.001
3612,2011092100,0.023,0.249,0.192,0,0.06,0.055,0.138
3613,2011092101,0.15,0.628,0.284,0.151,0.097,0.176,0.154
3614,2011092102,0.174,0.631,0.261,0.155,0.161,0.206,0.254
3615,2011092103,0.159,0.58,0.272,0.31,0.243,0.264,0.37
3616,2011092104,0.175,0.563,0.293,0.417,0.262,0.302,0.48
3617,2011092105,0.314,0.561,0.379,0.461,0.287,0.285,0.461
3618,2011092106,0.395,0.532,0.376,0.482,0.473,0.351,0.455
3619,2011092107,0.365,0.531,0.41,0.431,0.382,0.381,0.511
3620,2011092108,0.321,0.512,0.443,0.397,0.397,0.406,0.479
3621,2011092109,0.36,0.546,0.36,0.38,0.265,0.394,0.43
3622,2011092110,0.167,0.545,0.352,0.373,0.15,0.356,0.407
3623,2011092111,0.112,0.52,0.381,0.267,0.038,0.362,0.401
3624,2011092112,0.051,0.508,0.252,0.251,0.099,0.348,0.352
3625,2011092113,0.101,0.514,0.379,0.267,0.051,0.322,0.259
3626,2011092114,0.077,0.502,0.338,0.248,0.092,0.128,0.258
3627,2011092115,0.143,0.482,0.267,0.356,0.256,0.192,0.215
3628,2011092116,0.262,0.473,0.508,0.342,0.307,0.26,0.323
3629,2011092117,0.279,0.486,0.571,0.451,0.392,0.334,0.269
3630,2011092118,0.448,0.522,0.507,0.51,0.49,0.339,0.339
3631,2011092119,0.485,0.582,0.532,0.839,0.46,0.604,0.591
3632,2011092120,0.594,0.581,0.569,0.894,0.387,0.628,0.599
3633,2011092121,0.57,0.552,0.547,0.758,0.434,0.489,0.656
3634,2011092122,0.432,0.485,0.603,0.52,0.455,0.29,0.407
3635,2011092123,0.427,0.457,0.588,0.392,0.296,0.279,0.369
3636,2011092200,0.432,0.546,0.65,0.43,0.448,0.42,0.594
3637,2011092201,0.393,0.52,0.395,0.574,0.561,0.421,0.479
3638,2011092202,0.393,0.516,0.425,0.576,0.577,0.403,0.5
3639,2011092203,0.393,0.449,0.446,0.544,0.565,0.366,0.474
3640,2011092204,0.351,0.452,0.462,0.253,0.369,0.272,0.339
3641,2011092205,0.189,0.43,0.393,0.131,0.324,0.14,0.343
3642,2011092206,0.2,0.35,0.405,0.19,0.254,0.124,0.131
3643,2011092207,0.194,0.481,0.37,0.199,0.297,0.065,0.075
3644,2011092208,0.124,0.473,0.324,0.076,0.361,0.078,0.041
3645,2011092209,0.065,0.475,0.29,0.073,0.34,0.085,0.038
3646,2011092210,0.07,0.502,0.269,0.096,0.34,0.057,0.146
3647,2011092211,0.056,0.504,0.27,0.072,0.282,0.075,0.171
3648,2011092212,0.075,0.457,0.22,0.072,0.256,0.071,0.174
3649,2011092401,0.127,0.072,0.167,0.091,0.163,0.138,0.086
3650,2011092402,0.181,0.158,0.183,0.035,0.187,0.099,0.109
3651,2011092403,0.173,0.261,0.132,0.017,0.27,0.164,0.225
3652,2011092404,0.151,0.407,0.224,0.112,0.385,0.263,0.181
3653,2011092405,0.283,0.446,0.153,0.164,0.542,0.191,0.208
3654,2011092406,0.189,0.499,0.184,0.122,0.575,0.198,0.215
3655,2011092407,0.156,0.481,0.227,0.121,0.511,0.17,0.151
3656,2011092408,0.106,0.342,0.265,0.13,0.386,0.172,0.128
3657,2011092409,0.059,0.296,0.277,0.079,0.38,0.073,0.158
3658,2011092410,0.093,0.316,0.138,0.134,0.293,0.091,0.301
3659,2011092411,0.121,0.298,0.141,0.164,0.293,0.09,0.298
3660,2011092412,0.063,0.336,0.226,0.145,0.288,0.028,0.032
3661,2011092413,0.05,0.373,0.617,0.08,0.314,0.116,0.257
3662,2011092414,0.041,0.362,0.537,0.083,0.293,0.051,0.152
3663,2011092415,0.006,0.392,0.502,0.076,0.345,0.133,0.145
3664,2011092416,0.098,0.412,0.488,0.114,0.33,0.127,0.128
3665,2011092417,0.101,0.474,0.392,0.093,0.306,0.123,0.2
3666,2011092418,0.123,0.514,0.359,0.287,0.261,0.148,0.199
3667,2011092419,0.095,0.567,0.306,0.174,0.295,0.128,0.192
3668,2011092420,0.102,0.543,0.309,0.207,0.315,0.151,0.144
3669,2011092421,0.054,0.508,0.353,0.132,0.422,0.112,0.163
3670,2011092422,0.028,0.431,0.393,0,0.373,0.08,0.197
3671,2011092423,0.044,0.454,0.427,0,0.373,0.098,0.189
3672,2011092500,0,0.461,0.562,0.048,0.219,0.114,0.102
3673,2011092501,0,0.501,0.517,0.072,0.236,0.113,0.183
3674,2011092502,0.01,0.579,0.49,0.058,0.167,0.118,0.094
3675,2011092503,0,0.501,0.425,0.057,0.188,0.146,0.107
3676,2011092504,0.003,0.494,0.444,0.015,0.213,0.076,0.093
3677,2011092505,0.003,0.49,0.441,0.028,0.233,0.095,0.072
3678,2011092506,0.022,0.458,0.43,0.075,0.179,0.083,0.081
3679,2011092507,0.038,0.47,0.407,0.109,0.188,0.062,0.15
3680,2011092508,0.04,0.538,0.328,0.145,0.173,0.066,0.2
3681,2011092509,0.053,0.568,0.339,0.168,0.171,0.11,0.261
3682,2011092510,0.051,0.591,0.351,0.142,0.202,0.124,0.194
3683,2011092511,0.046,0.555,0.335,0.121,0.181,0.079,0.199
3684,2011092512,0.006,0.643,0.321,0.056,0.208,0.149,0.243
3685,2011092513,0.054,0.471,0.331,0.031,0.268,0.195,0.112
3686,2011092514,0.04,0.494,0.369,0.081,0.451,0.148,0.161
3687,2011092515,0.021,0.486,0.41,0.098,0.418,0.127,0.101
3688,2011092516,0.193,0.596,0.361,0.313,0.345,0.162,0.24
3689,2011092517,0.205,0.557,0.331,0.285,0.342,0.209,0.245
3690,2011092518,0.254,0.534,0.339,0.305,0.355,0.217,0.338
3691,2011092519,0.29,0.516,0.342,0.295,0.317,0.238,0.355
3692,2011092520,0.249,0.517,0.323,0.297,0.329,0.238,0.298
3693,2011092521,0.222,0.527,0.309,0.293,0.336,0.245,0.245
3694,2011092522,0.063,0.628,0.305,0.181,0.327,0.138,0.153
3695,2011092523,0.153,0.624,0.311,0.164,0.264,0.172,0.212
3696,2011092600,0.12,0.668,0.409,0.162,0.269,0.173,0.275
3697,2011092713,0.205,0.682,0.202,0.26,0.194,0.12,0.495
3698,2011092714,0.149,0.425,0.34,0.025,0.247,0.197,0.201
3699,2011092715,0.195,0.325,0.317,0.117,0.215,0.178,0.203
3700,2011092716,0.169,0.315,0.325,0.139,0.252,0.286,0.302
3701,2011092717,0.136,0.269,0.16,0.214,0.165,0.231,0.062
3702,2011092718,0.114,0.291,0.173,0.076,0.14,0.234,0.075
3703,2011092719,0.074,0.333,0.159,0.049,0.207,0.193,0.142
3704,2011092720,0.067,0.414,0.185,0,0.21,0.081,0.074
3705,2011092721,0.055,0.453,0.207,0.02,0.064,0.07,0.061
3706,2011092722,0.074,0.457,0.258,0.031,0.02,0.137,0.018
3707,2011092723,0.03,0.349,0.234,0,0.092,0.134,0.026
3708,2011092800,0.064,0.161,0.182,0.199,0.044,0.067,0.198
3709,2011092801,0.117,0.249,0.552,0.175,0.182,0.187,0.312
3710,2011092802,0.152,0.297,0.392,0.289,0.175,0.21,0.263
3711,2011092803,0.211,0.317,0.375,0.507,0.346,0.184,0.238
3712,2011092804,0.264,0.327,0.558,0.48,0.367,0.269,0.236
3713,2011092805,0.266,0.282,0.567,0.422,0.383,0.334,0.206
3714,2011092806,0.149,0.282,0.572,0.286,0.473,0.221,0.223
3715,2011092807,0.159,0.239,0.558,0.359,0.375,0.289,0.305
3716,2011092808,0.209,0.284,0.497,0.293,0.394,0.244,0.277
3717,2011092809,0.312,0.324,0.451,0.311,0.403,0.233,0.259
3718,2011092810,0.19,0.306,0.45,0.272,0.268,0.141,0.296
3719,2011092811,0.116,0.268,0.437,0.369,0.291,0.137,0.37
3720,2011092812,0.052,0.308,0.241,0.354,0.313,0.213,0.228
3721,2011092813,0.052,0.515,0.128,0.204,0.344,0.194,0.236
3722,2011092814,0.038,0.499,0.128,0.192,0.332,0.057,0.162
3723,2011092815,0.106,0.414,0.221,0.393,0.343,0.063,0.327
3724,2011092816,0.213,0.444,0.154,0.383,0.359,0.216,0.327
3725,2011092817,0.155,0.465,0.151,0.315,0.328,0.211,0.295
3726,2011092818,0.182,0.479,0.162,0.353,0.322,0.317,0.265
3727,2011092819,0.191,0.466,0.187,0.374,0.324,0.197,0.226
3728,2011092820,0.083,0.425,0.284,0.223,0.253,0.078,0.215
3729,2011092821,0.042,0.392,0.294,0.064,0.24,0.133,0.202
3730,2011092822,0,0.301,0.134,0.028,0.249,0.187,0.283
3731,2011092823,0.013,0.282,0.143,0.005,0.215,0.136,0.293
3732,2011092900,0,0.308,0.377,0.134,0.131,0.103,0.165
3733,2011092901,0,0.328,0.274,0.056,0.274,0.205,0.044
3734,2011092902,0,0.272,0.248,0.07,0.281,0.199,0
3735,2011092903,0,0.243,0.25,0.053,0.358,0.191,0
3736,2011092904,0.001,0.266,0.275,0.046,0.316,0.224,0
3737,2011092905,0.048,0.273,0.258,0.053,0.397,0.215,0.12
3738,2011092906,0.07,0.275,0.29,0.095,0.395,0.218,0.114
3739,2011092907,0.067,0.295,0.416,0.156,0.337,0.146,0.12
3740,2011092908,0.058,0.317,0.428,0.161,0.398,0.202,0.131
3741,2011092909,0.058,0.303,0.353,0.122,0.399,0.205,0.12
3742,2011092910,0.074,0.333,0.378,0.112,0.348,0.209,0.109
3743,2011092911,0.041,0.338,0.469,0.124,0.279,0.2,0.101
3744,2011092912,0.033,0.32,0.381,0.101,0.3,0.232,0.135
3745,2011100101,0.618,0.467,0.605,0.777,0.663,0.722,0.692
3746,2011100102,0.655,0.48,0.613,0.716,0.632,0.725,0.686
3747,2011100103,0.671,0.456,0.589,0.729,0.61,0.747,0.699
3748,2011100104,0.68,0.474,0.542,0.761,0.747,0.765,0.668
3749,2011100105,0.632,0.421,0.557,0.721,0.738,0.716,0.699
3750,2011100106,0.694,0.423,0.573,0.734,0.729,0.621,0.718
3751,2011100107,0.635,0.462,0.478,0.764,0.738,0.637,0.693
3752,2011100108,0.619,0.457,0.392,0.752,0.709,0.664,0.589
3753,2011100109,0.529,0.449,0.391,0.73,0.68,0.737,0.584
3754,2011100110,0.47,0.4,0.419,0.66,0.524,0.664,0.544
3755,2011100111,0.381,0.263,0.354,0.561,0.438,0.633,0.623
3756,2011100112,0.386,0.202,0.413,0.601,0.357,0.694,0.633
3757,2011100113,0.388,0.39,0.423,0.667,0.387,0.724,0.612
3758,2011100114,0.524,0.423,0.518,0.62,0.379,0.715,0.638
3759,2011100115,0.54,0.528,0.539,0.618,0.333,0.697,0.68
3760,2011100116,0.564,0.494,0.57,0.667,0.31,0.782,0.64
3761,2011100117,0.592,0.599,0.552,0.652,0.385,0.771,0.597
3762,2011100118,0.577,0.528,0.56,0.657,0.377,0.742,0.563
3763,2011100119,0.61,0.452,0.562,0.623,0.327,0.756,0.644
3764,2011100120,0.611,0.417,0.566,0.563,0.385,0.799,0.616
3765,2011100121,0.606,0.441,0.582,0.551,0.45,0.721,0.572
3766,2011100122,0.426,0.392,0.505,0.51,0.454,0.499,0.431
3767,2011100123,0.234,0.395,0.474,0.37,0.293,0.407,0.282
3768,2011100200,0.206,0.371,0.455,0.314,0.185,0.138,0.419
3769,2011100201,0.212,0.436,0.55,0.257,0.153,0.326,0.228
3770,2011100202,0.244,0.44,0.535,0.333,0.239,0.37,0.201
3771,2011100203,0.232,0.512,0.504,0.344,0.244,0.313,0.203
3772,2011100204,0.255,0.474,0.524,0.334,0.366,0.26,0.273
3773,2011100205,0.253,0.488,0.618,0.217,0.351,0.268,0.272
3774,2011100206,0.187,0.428,0.641,0.208,0.293,0.251,0.243
3775,2011100207,0.175,0.424,0.628,0.221,0.281,0.231,0.236
3776,2011100208,0.226,0.427,0.537,0.251,0.3,0.27,0.272
3777,2011100209,0.224,0.488,0.531,0.235,0.335,0.226,0.282
3778,2011100210,0.185,0.546,0.559,0.241,0.343,0.296,0.313
3779,2011100211,0.243,0.534,0.545,0.269,0.279,0.233,0.433
3780,2011100212,0.17,0.489,0.41,0.275,0.213,0.322,0.376
3781,2011100213,0.363,0.425,0.559,0.365,0.315,0.329,0.498
3782,2011100214,0.299,0.421,0.582,0.251,0.325,0.248,0.442
3783,2011100215,0.29,0.524,0.584,0.302,0.396,0.227,0.483
3784,2011100216,0.298,0.483,0.619,0.325,0.307,0.2,0.473
3785,2011100217,0.29,0.442,0.573,0.31,0.33,0.209,0.332
3786,2011100218,0.288,0.439,0.667,0.303,0.345,0.238,0.285
3787,2011100219,0.222,0.451,0.67,0.21,0.247,0.211,0.18
3788,2011100220,0.211,0.542,0.648,0.237,0.245,0.226,0.204
3789,2011100221,0.234,0.499,0.667,0.233,0.259,0.125,0.095
3790,2011100222,0.071,0.505,0.652,0.146,0.224,0.081,0.086
3791,2011100223,0.094,0.526,0.476,0.162,0.371,0.11,0.064
3792,2011100300,0.063,0.45,0.618,0.134,0.361,0.13,0.076
3793,2011100413,0.06,0.115,0.253,0.024,0.128,0.026,0.006
3794,2011100414,0.089,0.115,0.283,0.046,0.107,0.093,0.089
3795,2011100415,0.083,0.15,0.279,0.061,0.093,0.058,0.126
3796,2011100416,0.095,0.153,0.26,0.076,0.055,0.103,0.15
3797,2011100417,0.083,0.134,0.235,0.09,0.094,0.063,0.155
3798,2011100418,0.1,0.16,0.127,0.13,0.097,0.042,0.238
3799,2011100419,0.078,0.19,0.129,0.119,0.082,0.071,0.233
3800,2011100420,0.11,0.176,0.126,0.151,0.128,0.089,0.22
3801,2011100421,0.057,0.311,0.194,0.084,0.108,0.1,0.221
3802,2011100422,0.099,0.357,0.16,0.033,0.163,0.145,0.156
3803,2011100423,0.099,0.385,0.182,0.03,0.128,0.015,0.163
3804,2011100500,0.185,0.407,0.208,0.033,0.193,0.027,0.186
3805,2011100501,0.177,0.586,0.441,0.183,0.138,0.089,0.099
3806,2011100502,0.188,0.582,0.524,0.16,0.159,0.076,0.105
3807,2011100503,0.249,0.587,0.559,0.242,0.186,0.063,0.139
3808,2011100504,0.253,0.593,0.576,0.288,0.107,0.063,0.152
3809,2011100505,0.216,0.611,0.578,0.296,0.209,0.046,0.143
3810,2011100506,0.261,0.572,0.591,0.29,0.198,0.062,0.173
3811,2011100507,0.208,0.597,0.587,0.309,0.247,0.113,0.272
3812,2011100508,0.192,0.611,0.63,0.229,0.236,0.088,0.196
3813,2011100509,0.211,0.57,0.489,0.258,0.245,0.025,0.223
3814,2011100510,0.242,0.56,0.459,0.217,0.192,0.021,0.145
3815,2011100511,0.103,0.526,0.409,0.193,0.165,0.082,0.153
3816,2011100512,0.049,0.467,0.447,0.143,0.207,0.085,0.091
3817,2011100513,0.069,0.485,0.436,0.089,0.275,0,0.016
3818,2011100514,0.027,0.492,0.487,0.15,0.231,0.032,0.097
3819,2011100515,0.031,0.531,0.463,0.28,0.261,0.084,0.091
3820,2011100516,0.036,0.55,0.495,0.266,0.271,0.065,0.093
3821,2011100517,0.044,0.585,0.492,0.225,0.256,0.094,0.081
3822,2011100518,0.04,0.614,0.502,0.114,0.233,0.127,0.141
3823,2011100519,0.036,0.429,0.447,0.126,0.27,0.164,0.144
3824,2011100520,0.07,0.419,0.489,0.11,0.297,0.169,0.127
3825,2011100521,0.075,0.376,0.445,0.153,0.233,0.129,0.11
3826,2011100522,0.094,0.521,0.41,0.194,0.225,0.093,0.135
3827,2011100523,0.157,0.561,0.474,0.179,0.266,0.107,0.165
3828,2011100600,0.144,0.611,0.502,0.273,0.28,0.131,0.277
3829,2011100601,0.16,0.424,0.634,0.268,0.262,0.103,0.191
3830,2011100602,0.144,0.46,0.608,0.317,0.354,0.152,0.208
3831,2011100603,0.173,0.548,0.613,0.296,0.379,0.242,0.242
3832,2011100604,0.156,0.502,0.688,0.216,0.342,0.253,0.373
3833,2011100605,0.152,0.444,0.604,0.389,0.273,0.284,0.355
3834,2011100606,0.178,0.365,0.605,0.423,0.311,0.183,0.327
3835,2011100607,0.179,0.341,0.493,0.439,0.237,0.239,0.355
3836,2011100608,0.19,0.362,0.568,0.406,0.244,0.296,0.387
3837,2011100609,0.175,0.444,0.473,0.383,0.168,0.298,0.338
3838,2011100610,0.162,0.385,0.465,0.358,0.157,0.215,0.298
3839,2011100611,0.151,0.386,0.494,0.326,0.152,0.202,0.294
3840,2011100612,0.031,0.354,0.418,0.261,0.196,0.151,0.252
3841,2011100801,0.384,0.714,0.44,0.657,0.136,0.456,0.497
3842,2011100802,0.366,0.706,0.417,0.801,0.201,0.548,0.568
3843,2011100803,0.378,0.727,0.431,0.678,0.258,0.513,0.543
3844,2011100804,0.336,0.716,0.337,0.666,0.287,0.452,0.511
3845,2011100805,0.39,0.654,0.436,0.544,0.324,0.417,0.549
3846,2011100806,0.417,0.649,0.461,0.611,0.322,0.352,0.552
3847,2011100807,0.375,0.528,0.463,0.578,0.299,0.354,0.492
3848,2011100808,0.373,0.571,0.421,0.544,0.335,0.332,0.487
3849,2011100809,0.288,0.498,0.501,0.401,0.339,0.287,0.424
3850,2011100810,0.238,0.504,0.391,0.324,0.31,0.239,0.278
3851,2011100811,0.255,0.535,0.355,0.353,0.297,0.29,0.259
3852,2011100812,0.206,0.531,0.366,0.43,0.361,0.263,0.576
3853,2011100813,0.238,0.402,0.472,0.464,0.502,0.553,0.533
3854,2011100814,0.316,0.395,0.499,0.463,0.407,0.621,0.506
3855,2011100815,0.434,0.417,0.484,0.593,0.427,0.589,0.52
3856,2011100816,0.319,0.486,0.484,0.57,0.395,0.629,0.479
3857,2011100817,0.31,0.482,0.429,0.42,0.301,0.597,0.48
3858,2011100818,0.142,0.503,0.461,0.392,0.382,0.487,0.294
3859,2011100819,0.088,0.518,0.366,0.289,0.493,0.317,0.406
3860,2011100820,0.075,0.519,0.282,0.188,0.255,0.295,0.235
3861,2011100821,0.079,0.526,0.281,0.196,0.219,0.22,0.322
3862,2011100822,0.143,0.509,0.306,0.205,0.255,0.302,0.347
3863,2011100823,0.167,0.534,0.382,0.223,0.31,0.363,0.423
3864,2011100900,0.338,0.435,0.602,0.343,0.432,0.314,0.571
3865,2011100901,0.3,0.612,0.558,0.389,0.352,0.361,0.395
3866,2011100902,0.3,0.594,0.536,0.273,0.329,0.39,0.349
3867,2011100903,0.301,0.561,0.493,0.271,0.359,0.421,0.398
3868,2011100904,0.322,0.536,0.586,0.236,0.456,0.337,0.352
3869,2011100905,0.328,0.515,0.575,0.241,0.428,0.328,0.471
3870,2011100906,0.324,0.634,0.582,0.252,0.323,0.354,0.452
3871,2011100907,0.337,0.586,0.495,0.249,0.33,0.362,0.448
3872,2011100908,0.293,0.601,0.505,0.28,0.321,0.354,0.449
3873,2011100909,0.288,0.592,0.502,0.317,0.301,0.22,0.459
3874,2011100910,0.219,0.665,0.433,0.279,0.349,0.24,0.373
3875,2011100911,0.16,0.665,0.469,0.239,0.435,0.275,0.359
3876,2011100912,0.157,0.605,0.28,0.108,0.415,0.206,0.207
3877,2011100913,0.049,0.571,0.243,0.046,0.352,0.234,0.207
3878,2011100914,0.008,0.442,0.228,0.121,0.208,0.127,0.286
3879,2011100915,0.05,0.478,0.232,0.122,0.216,0.165,0.283
3880,2011100916,0.071,0.463,0.256,0.136,0.191,0.177,0.244
3881,2011100917,0.051,0.423,0.212,0.122,0.172,0.165,0.22
3882,2011100918,0.07,0.459,0.222,0.112,0.176,0.115,0.254
